"","cu70","Ac62","Ac50","Ac41","Ac7","Ac31","cu12","cu80","cu76","cu19","Ap20","Ap14","Ap24","Ap5","Ap19","Ap22"
"ABQ.2.0","0","0.0276116587863201","0","0","0.00453745058153476","0.0607223379151712","0.0706991339515165","0.0170234406910696","0.093648422803862","0.0192454823733198","0.0596621103199164","0.0106315677654076","0","0.0591256271100293","0.122323039055723","0.0154778597029024"
"Quant.3.0","0.309080127254909","0.276003510485514","0.345004894906338","0.316820122092649","0.280648967262258","0.283388642086212","0.311559726682164","0.299317021465379","0.242484563961609","0.295215818815327","0.240987793474467","0.30448730510267","0.279046446312643","0.289989521728554","0.314066096071142","0.267895996181357"
"Sigma.3.0","9.107195873366","6.88058430578882","7.4847435112394","6.96749511718135","7.64782809135903","6.59644009685461","5.96842797533932","5.26844351057515","5.52373951174452","6.80541983068136","6.67951591319397","6.04674415347707","6.88698116009602","7.05419366481988","6.16711525021359","6.88915219284065"
"Connect.3.0","0.232561862261129","0","0.187746346183437","0.0454411826615196","0.0479040976664923","0","0","0.00737437737824715","0","0.0918201676716029","0.15558220914296","0.0786959672511069","0.0627046650420595","0.157059842120811","0.0930708264199031","0.137617751365376"
"Tau1.3.0","1034.97471198021","1410.97836814721","1083.39810223704","1336.36085838689","1458.42425822118","1380.39416644303","1384.34747308477","1163.28268849283","1480.13547247452","1070.46489036908","879.539346383596","1163.92956421625","1430.5371705412","1286.69025941726","914.17260388211","1404.92606021864"
"Tau2.3.0","706186.828404216","681095.052048099","608652.080280479","567912.049655546","641137.590282681","686497.792520603","534725.554202901","667064.636161097","682542.004940958","644895.439662147","1482532.2736333","828797.071433996","851997.662108845","815855.623007717","1077317.92466669","983035.75744352"
"NPQ.3.0","0.285970783401514","0.0383385907541114","0.30442985425838","0.134253895523071","0.0816108499615567","0.0231318678272928","0.121237870853981","0.0685053475981791","0","0.0523801931830751","0.220102132234637","0.291963663998097","0.26493854650717","0.3307977196328","0.209946676565157","0.274566951517791"
"qP.3.0","0.746423665363362","0.579668949563678","0.791078539763172","0.493684895943445","0.577198927970539","0.564911294946634","0.660590988509021","0.590936706728761","0.486358590387963","0.618195812475094","0.685421374664428","0.845982274067989","0.7967562489848","0.844649295465317","0.842831047841592","0.749343729916912"
"ABQ.3.0","0.00400668104231217","0.105246839927246","0.00382001806474719","0.0492072314718093","0","0.141078654114468","0.0838068273974671","0.0797096515458459","0.187897000926486","0.0915095213660176","0.0281230217400396","0.00700967696939447","0.0545812130911857","0.0030717009253558","0.153074067625818","0"
"Quant.4.0","0.305815119087924","0.271359097593561","0.344849607137478","0.3153634290518","0.276645839465341","0.278739865217247","0.308521435725552","0.2973626484649","0.237555592930598","0.292293344811499","0.23978187510904","0.297692929059718","0.278718633497537","0.278782680926997","0.303796176624932","0.265631744126842"
"Sigma.4.0","9.03149210242827","7.09603585104037","7.46678662886438","6.66412537499228","7.40566383485248","6.6009157490667","6.29620171746033","5.28385482322486","5.77103503376316","6.62189718033859","6.8502296613637","6.08942908428595","6.62099683967001","7.07592880186833","5.85222602469783","6.60730501297095"
"Connect.4.0","0.226642023989062","0.0310379680810546","0.170631583886262","0.00571063844195415","0.0385103325694914","0.0285935330307042","0.0179976971784311","0.00737437737824715","0.055418683031542","0.0852453320270133","0.130241709044081","0.142220702904401","0.0712902477327225","0.181107783406418","0.059513819826334","0.10286906194933"
