"","cu70","Ac62","Ac50","Ac41","Ac7","Ac31","cu12","cu80","cu76","cu19","Ap20","Ap14","Ap24","Ap5","Ap19","Ap22"
"Tau1.20.0","1021.35196830385","1284.7413548479","1072.27115448761","1308.86561973894","1205.06997367349","1180.03552379025","1277.06693699498","1047.47187075153","1563.36778380544","1070.63864183794","829.96508212844","1779.32172410459","1967.63775488899","1437.92581889186","1005.57756628375","1646.28521209502"
"Tau2.20.0","1666765.47005663","1724068.66683727","1671889.74511508","2074944.30359573","1699940.22395431","2168413.51912269","2420848.21682176","2497535.32318074","2484013.28458266","2171228.47643377","2159496.6574988","1997876.41026962","2148913.31289651","2535502.03679623","2026231.9380458","2692585.61544422"
"NPQ.20.0","0.746406317222548","0.576629083987399","0.781256114407382","0.636755616032838","0.604810704930404","0.616155594565651","0.691347113050381","0.740395238624593","0.75036013798565","0.704663376982831","0.531858351263933","0.468051748678008","0.44620425584743","0.446582461482079","0.264016873172263","0.644052436648269"
"qP.20.0","0.827180016687496","0.872088553084811","0.834002131855667","0.569695500468985","0.799246906147228","0.879317660963375","0.823397432466994","0.854174114849148","0.982735994358573","0.90439403278773","0.811709330871706","0.761877004402728","0.711737432337367","0.710877280694957","0.634251454092821","0.816755414786949"
"ABQ.20.0","0.355717006007102","0.367232340270027","0.326506005131324","0.302498572291494","0.335981085431387","0.388126932569943","0.261187640266255","0.231874627274007","0.213204000801674","0.358488298032","0.271634447281367","0.227492746124015","0.242242766338483","0.258309099863786","0.377365835262771","0.256553955486775"
"Quant.21.0","0.190026506234054","0.180282989212251","0.197942875115556","0.162831799098246","0.175481499751084","0.164594969307671","0.168760620729217","0.159679769287219","0.13826886879397","0.154164616251322","0.19265859831461","0.169306039923651","0.143016459957535","0.15839585598644","0.202871248562141","0.157639422135956"
"Sigma.21.0","6.08715963061944","4.95278586485612","5.11024427873279","5.22780218276066","5.46244583883967","5.15335021043885","4.85889917145159","4.30333382200714","5.19618515899857","4.6949627652843","5.30333464742007","4.9918685653549","5.82557869495957","5.40329910601394","4.99054714995319","5.08816945570315"
"Connect.21.0","0.187410688891005","0.0156986354333932","0.101271768210566","0.227161079011289","0","0.05629745130758","0.0387134023563959","0.220831842471145","0.186980777237077","0.0935246996951337","0.0854016619719765","0.161769761218083","0.107549106297493","0.141317460889794","0.1694440887856","0.00107585993709794"
"Tau1.21.0","1122.82454559779","1574.66567679037","1189.2335658087","1292.47183625209","1374.11792332932","1255.28682342011","1491.08722927114","1120.4739005149","1784.31701735776","1252.87234366895","847.518509027828","1880.07969862852","2356.77021357238","1600.60553132281","1004.62538701855","1829.33953592508"
"Tau2.21.0","1365972.79579698","1638202.26576655","1235511.65626619","1721279.06217846","1534497.96539778","1844653.85973804","1702410.10671869","1918828.34020854","2539955.23079902","1793109.1476401","1752906.58290525","1787899.87190561","2174499.628026","1968997.17320088","1741276.3127329","2645073.80098961"
"NPQ.21.0","0.763769452772874","0.551927824526289","0.817412841463208","0.681117858847686","0.647019482841589","0.61639739961369","0.728819322895745","0.755502153967025","0.705015583601099","0.683434890099331","0.523796474836954","0.492119186372278","0.466369567251787","0.465765502389921","0.326193791646515","0.641220616383287"
"qP.21.0","0.872320420745599","0.903402108489876","0.887706574598713","0.6232046536114","0.860625235055307","0.911068388551901","0.88852385746656","0.894922849831649","0.992014988653701","0.931245159294177","0.852766623139718","0.812295512595657","0.76994027841854","0.771042064169315","0.776366805183651","0.856993217353202"
"ABQ.21.0","0.334287918276087","0.355938303086364","0.319853372980876","0.286607822887786","0.285752010428756","0.328983143395748","0.25412683781361","0.248294762082937","0.236054208857632","0.373245284505127","0.228358923188587","0.180240299006578","0.200286538499298","0.23638305905689","0.314651400768774","0.261422985982094"
"Quant.22.0","0.194928419085366","0.178728326863895","0.209153592659394","0.161472795390366","0.183496164479086","0.170133596932227","0.178439804280014","0.172854561469066","0.143783109480411","0.165407249681839","0.198837003293627","0.188656099541584","0.152652218082345","0.15927887006168","0.209446530986713","0.157571267488494"
"Sigma.22.0","6.3007889470322","5.27527727753785","4.95999220917929","5.25877776570101","5.63123669071067","5.37952545153371","4.96059542370431","4.30533261211719","5.50626058768462","5.01209597115892","5.59763168623326","4.87648476849023","5.52596127424883","5.55440190440228","4.946565202783","5.33975376324477"
"Connect.22.0","0.186397132161038","0.0321943393114146","0.0213153419489462","0.257654823837792","0.0412897718439028","0.0613293794861327","0.0054237676102964","0.187432969984741","0.180822161009092","0.169802885019761","0.104951432016566","0.044945816903983","0.0250153347851709","0.18511481301966","0.182395907274014","0.0879979516500849"
"Tau1.22.0","1146.63383941258","1608.16984869656","1129.06680942702","1260.43927819765","1385.01930967846","1190.10267840932","1343.86730337152","1010.23612277142","1605.51751560253","1204.24597326418","870.140203109524","1921.43948646812","2370.14109113771","1567.36881054915","974.617452476325","1803.30782605485"
"Tau2.22.0","1439411.62194382","1495142.23011978","1244050.34651311","1582850.04200644","1491725.26650393","1618741.07188286","1522284.71450128","1937126.26861848","2104072.78801958","1738900.93624021","1788630.40570381","1803917.98627172","2114897.73042599","1934595.85760765","1583543.45173823","2157711.88494529"
"NPQ.22.0","0.731910355688998","0.512791314013078","0.783003364422136","0.681092571292801","0.643521765596737","0.582851171855037","0.712064375062341","0.700893291329739","0.630213313295508","0.611996572023172","0.463372973151","0.438597551069359","0.412700977336488","0.433155425915123","0.316680140030509","0.573739010048011"
"qP.22.0","0.863259096258132","0.875269869362266","0.884164410895518","0.622191799159552","0.867193177966313","0.897012386746787","0.890146386547371","0.881837541445443","0.952285148886206","0.902623210151773","0.820746209532442","0.79898880665197","0.74144269754745","0.74850135210501","0.777633419996294","0.818168242382134"
"ABQ.22.0","0.310924703644582","0.314001427122131","0.339851132918645","0.282380857563045","0.263681580778054","0.299532903624781","0.23851579041919","0.24794561394399","0.190466761252699","0.330909542528292","0.185538377432023","0.199188511600501","0.241416887463567","0.21502857646961","0.320691413011685","0.224904079083352"
"Quant.23.0","0.200575916223177","0.192839110481502","0.209391150050079","0.168505347215053","0.183971478774899","0.178392301149087","0.179790819592028","0.181201976209393","0.149553090193039","0.158755464489149","0.193262018792901","0.188670186722542","0.155317448909693","0.162503387750944","0.212744376145379","0.158242366318682"
"Sigma.23.0","6.44842024855851","5.51280705124451","5.23362021855859","5.36831107865272","5.46234308658354","5.52513428141103","5.12221618990666","4.26299726126116","5.77572994206701","5.3720746007744","5.64662110192837","5.22757429703323","5.7388367741892","5.48073529555242","5.02575243200203","5.37097059810008"
"Connect.23.0","0.14347394443555","0.0627141085435654","0.106163869265953","0.26382336021431","0.0412897718439028","0.0876876926821407","0.0178974390426372","0.0735110671326385","0.0899556765764104","0.232791983868138","0.13270861782532","0.101183361834795","0.145573983393797","0.127579109274861","0.118155568826381","0.187993853166578"
"Tau1.23.0","1184.23557619844","1375.15037886284","1160.11968890699","1227.12784713581","1408.35517668455","1284.07514429627","1134.28909515084","1104.60001188802","1621.23351398905","1357.83489013822","939.374593930502","1919.12314638571","2302.55278573942","1584.80545172638","966.469683744315","1631.7818880654"
"Tau2.23.0","1429563.86025799","1233577.98086671","1275266.02724577","1518821.1315938","1534468.5241007","1687043.73059592","1358534.67521797","1988120.28706066","2009878.12214184","1708879.97459837","1997983.91723182","1622487.91935536","1792230.29382318","2163993.11765673","1573746.63755727","1977449.79327333"
"NPQ.23.0","0.691539058870208","0.465014998857758","0.742593596246701","0.67473297190539","0.618512799492737","0.524776120048408","0.679011412426793","0.633092902640331","0.570856630845288","0.581882697798495","0.4449629967971","0.413610493291795","0.372673492886552","0.412402207401969","0.307120305756737","0.530006824804007"
"qP.23.0","0.850748470447602","0.859812989465023","0.868037897650497","0.625053326884426","0.8544699259372","0.869572121333456","0.875356735979058","0.85595383567717","0.919846813765335","0.87630592764433","0.801097346525452","0.780739201231495","0.712635103246361","0.737027745623167","0.773997639244076","0.792001480030006"
"ABQ.23.0","0.294779252066094","0.283112987101625","0.303432684506734","0.267433809862845","0.285765445910687","0.280573202589873","0.213705933760584","0.255340742071116","0.150849239393268","0.28285414467569","0.178410363080199","0.141532937706225","0.212194142078066","0.225439451269595","0.309816682247391","0.220372776249347"
"Quant.24.0","0.204008915241891","0.191789421504448","0.209327916813623","0.176215446317946","0.190031574319745","0.182301357069203","0.184703452102099","0.185811975403456","0.15729941011542","0.172235004811386","0.203963434477882","0.189192888840132","0.151950957115564","0.170326111016261","0.213347400685861","0.159695797618747"
"Sigma.24.0","6.53943792992737","5.56540211976398","5.37942568373392","5.52046227131959","5.57863532580998","5.84964902751734","5.47866395321645","4.46007362361494","5.70258263817859","5.47111101611416","5.37399533219959","5.23255859378383","5.805188847395","5.41604347795957","5.06828263953477","5.20945798975922"
"Connect.24.0","0.122670514750178","0.156976374146373","0.196611338641321","0.247843021077724","0.097046903743478","0.130872279812553","0.115560777204815","0.0333514726457404","0.0415190867893695","0.124610772065317","0.0973195893469092","0.0805487112308365","0.196664444782701","0.102726444475433","0.0959910029686587","0.101071761453591"
"Tau1.24.0","1190.14975334922","1359.99410122455","1283.10560400468","1251.73209724347","1422.09870377046","1325.93053938362","1140.63614850904","1121.07948793188","1616.9700128613","1419.17529957335","891.548369712102","1961.51113917366","2326.11308963965","1662.76254064653","960.109594206108","1619.62794522409"
"Tau2.24.0","1460354.70419558","1222717.29474838","1276774.81683542","1499690.44230251","1512169.92479069","1761679.94518954","1414510.84533905","1801038.83496521","1987757.07465816","1685778.61984063","1906497.33712907","1675493.77263395","1670308.39291414","2147732.10953871","1588302.3785118","2104907.93037595"
"NPQ.24.0","0.663349579847557","0.429770979145959","0.731147377916679","0.658424334142233","0.592346676438468","0.50018773672858","0.658604567228393","0.573681553614135","0.514588750016287","0.532841991930578","0.413253073818744","0.403747241665356","0.358999317128653","0.383681985619659","0.302526677003211","0.479457403182093"
"qP.24.0","0.841157809622396","0.832402433614448","0.863213372824448","0.624763611203616","0.846750634189252","0.857832380637154","0.870139602193069","0.828489014417359","0.889763845933867","0.86092059293614","0.792110537694483","0.774031692250272","0.696574199771013","0.724979146539907","0.770764959013616","0.76063473569092"
"ABQ.24.0","0.284825254830182","0.276273509279597","0.284026744216823","0.246671075009415","0.270559528905592","0.238318192555257","0.158988844355595","0.220915494117221","0.161603393302161","0.269633264463631","0.218077715134324","0.140714421441135","0.203085579835646","0.234581970846072","0.303976036466125","0.243817258795212"
