"","Sint-6-1","Sint-6-2","Sint-6-3","Sint-6-4","Sint-6-5","Sint-1-1","Mcav-11-1","Mcav-11-2","Mcav-11-3","Mcav-11-4","Mcav-11-5","Mcav-4-1","Mcav-33-1","Mcav-34-1","Mcav-1-1","Mcav-56-1","Mcav-57-1","Mcav-58-1","Mcav-59-1","Mcav-60-1","Mcav-61-1","Ofav-52-1","Ofav-51-1","Ofav-483-1","Ofav-575-1","Ofav-1-1","Ofav-57-1","Ofav-58-1","Ofav-132-1","Ofav-61-1","Ofav-56-1","Ofav-56-2","Ofav-56-3","Ofav-56-4","Ofav-56-5","Apal-58-1","Apal-24-1","Apal-33-1","Apal-68-1","Apal-85-1","Apal-8-1","Apal-58-2","Apal-13-1","Apal-14-1","Apal-7-1","Apal-5-1","Apal-58-3","Apal-20-1","Apal-58-4","Apal-58-5","Pcliv-5-1","Pcliv-3-1","Pcliv-1-1","Pcliv-2-1","Pcliv-7-1","Pcliv-8-1","Pcliv-9-1","Pcliv-12-1","Pcliv-14-1","Pcliv-17-2","Pcliv-17-3","Pcliv-17-4","Pcliv-17-5","Ssid-1-1","Ssid-2-1","Ssid-6-1","Ssid-7-1","Ssid-8-1","Ssid-9-1","Ssid-11-1","Ssid-12-1","Ssid-19-1","Ssid-20-1","Ssid-16-1","Ssid-16-2","Ssid-16-3","Pstr-1-1","Pstr-1-2","Pstr-1-3","Pstr-1-4","Pstr-1-5","Pstr-2-1","Pstr-3-1","Pstr-4-1","Pstr-5-1","Pstr-6-1","Pstr-7-1","Pstr-8-1","Pstr-9-1","Pstr-10-1"
"Tau2.14.0","756025.381374282","847644.516709657","934044.827062024","1062096.61962534","860478.87507655","1100695.47191885","550228.473906607","560881.365479423","622288.985682221","655604.514171919","505983.56237518","631462.357449011","521148.326440862","462254.0233641","431372.559685822","480024.935352467","520335.149276252","617751.898698551","677100.601327567","544670.295203142","607676.381641042","1174851.46253056","1178406.61206128","1102947.46531489","1103179.22426867","1165099.44698993","1324541.30395172","1459375.99723086","1225744.71632556","905686.06027117","1098470.35981024","858232.362016863","1216369.52179606","1188437.83538494","1832538.56608297","1293033.65333879","1050415.42954744","1143917.1095874","1073985.40599191","871837.84270333","1072315.54476081","1022934.77643494","901442.772132405","1066548.08358729","944964.201061764","1219180.42211042","1210535.21793792","1791974.09531638","1194675.78858927","1389789.39367009","740140.857063088","728911.39741389","508011.267303739","730736.284725272","718666.700202737","750533.323538312","571073.560733763","875795.340853466","289436.924493797","996668.751888681","965663.491320668","868987.476073372","782402.196137465","2255209.58416598","1792898.74200188","1572256.00247052","1031460.28746294","827073.361840259","1271780.85309683","1115936.36761892","1685597.45488869","795307.965391279","1321545.56817409","1012800.1995471","909844.966474648","1032950.95535793","982076.707521874","1123686.73049199","1560169.06244075","2035369.72193741","1491020.27234507","1089052.15191649","1242348.28701291","1184823.4609309","1573200.00165377","1669850.8913687","1125367.66314766","1309836.91612737","1091848.07528501","1142509.51427338"
"NPQ.14.0","0.422748818775395","0.493652816495601","0.338227151819006","0.445637727523018","0.249340602359595","0.554689894064728","0.464387633767021","0.593737385379783","0.43183917340231","0.680898899265951","0.652787389946147","0.517707080505105","0.674709073571782","0.419848491464037","0.373432899371474","0.503044563088176","0.473733410490018","0.509893335523924","0.516394992262008","0.552641826727706","0.279638959150331","0.400769632333825","0.343305808473414","0.342395279361628","0.351080033206343","0.402633210763903","0.3709185315542","0.410352285144581","0.398342887370638","0.45431964577969","0.410356790504582","0.459045829419985","0.577830076801239","0.442720403098677","0.520489114907482","0.330539583496628","0.365955149682848","0.433366016717941","0.275368101197579","0.367468508317647","0.363055449469805","0.249563501151906","0.259442427448609","0.36733759991318","0.473763128496543","0.494585686429343","0.516513805455321","0.47863752621672","0.368496564016192","0.314513936393269","0.347092574546776","0.442644482941094","0.40225308914665","0.483752224404218","0.387560781746732","0.378196992892609","0.341051680625458","0.315816245970898","0.482835374009955","0.563241241731184","0.475829759563887","0.494525599608448","0.435949371062904","0.415447680848689","0.386812741397478","0.520140130255062","0.394668811102152","0.481465181897227","0.514062675432466","0.499673736397753","0.534683036255651","0.44978124466837","0.450421335788324","0.429129251352773","0.448697602509466","0.487515979145368","0.216721561378082","0.308025045815714","0.646383844111303","0.419233888311558","0.465333428909955","0.306199038300665","0.459146656467657","0.370464326233966","0.415394577033458","0.483734200178299","0.420937815476272","0.367687535733612","0.531539501954262","0.420295360129471"
"qP.14.0","0.787049625906537","0.817228683456063","0.739088919798352","0.715497060564137","0.678294558787385","0.790255462542601","0.881965586789732","0.901404257973348","0.790940156915668","0.919736006706983","0.866453161754348","0.951854108412441","0.863750990576127","0.92008867105977","0.941940509340922","0.894343714632439","0.854147271237166","0.898417248089999","0.947555554041943","0.899055996847388","0.860896907418773","0.714661689509201","0.733984065137143","0.753041046194202","0.718947425212605","0.794026609435557","0.726491956743673","0.742412564912269","0.736253304444508","0.818129244147941","0.821025065094654","0.849701286726617","0.875395661843046","0.820349842150449","0.874670373452838","0.679212034667667","0.757068151722531","0.810400327769494","0.648629065626647","0.783713332539033","0.773036923542553","0.624960366186459","0.781227079971308","0.821555915527585","0.879257072246107","0.87578225759669","0.872256150062948","0.84593163268496","0.828943543703178","0.799272694303851","0.78745829805157","0.855981363981203","0.864396766739839","0.840659795174064","0.834246576488688","0.822165680762355","0.870239159043309","0.877441011501899","0.872684703037025","0.849481130858374","0.851181132949706","0.824224598541534","0.833412406407334","0.844023917576256","0.830736994146791","0.899076904825065","0.803400266435373","0.869561198374558","0.858172431220549","0.818064977592703","0.842920644427873","0.801708631472478","0.841648725591677","0.79628302991372","0.783821034200054","0.806613822861377","0.823889862879287","0.843959239986696","0.889011871963663","0.807941970149434","0.802539252544394","0.797137639579517","0.809951217723895","0.823676358323114","0.818735295149854","0.808356421425795","0.864787069920333","0.78190646877069","0.785370153005015","0.762450229923251"
"ABQ.14.0","0.0497057350219219","0.198661815685436","0.0766294711538926","0.172430324777124","0.0566370911967582","0.0703070630682612","0.167927974593922","0.18708912461928","0.0411271801946889","0.146898471670932","0.19470800559162","0.123015338898883","0.231218984107588","0.180298970028091","0.136073480618078","0.153678061410346","0.171423454538579","0.181224055342421","0.239129191316032","0.231665240844847","0.143218206763203","0.0831167589706714","0.0589683511783737","0.0489060754702659","0.0964371503370143","0.0372202691113095","0.119340485758386","0.0365388866860221","0.0204914997389944","0.171419861697513","0.0137033753691017","0.156026370112801","0.23469935310679","0.218743509884409","0.245186712800772","0","0.101672845619641","0.111930427569755","0.11128746621483","0.13176782562091","0.163335627238864","0.155213930208073","0.161023538966417","0.115779785448624","0.221603926873674","0.105745154988386","0.15992721530325","0.16953678550986","0.145031982776137","0.11167128343694","0.100875046012347","0.133100589957026","0.169881517599731","0.188158461552415","0.100373461541391","0.131395777565174","0.07538382947075","0.0729905031381566","0.168700257682613","0.108432011132803","0.137587219329142","0.185235930684866","0.128562279227827","0.313302159770232","0.293743902735733","0.212785761108621","0.127707457763516","0.199384410883208","0.160302474226396","0.19709986174552","0.309813908739805","0.203729201942858","0.199105438722738","0.071962647287185","0.16367674773694","0.157059576688053","0.10660825129391","0.142723789782562","0.17737257893723","0.150385662385852","0.0484081215251699","0.0998548473721426","0.0622286014952836","0.0837017723750731","0.0906120913357781","0.163691199967868","0.103855762592345","0.128104449127799","0.128105035833466","0.116741380691194"
"Quant.15.0","0.222926915433681","0.203042858325201","0.193006550887176","0.196729818176755","0.185077510139064","0.184389222870864","0.246648886127009","0.295666319022868","0.269853327882213","0.287647481283791","0.307473307361219","0.269123742383325","0.293910256276179","0.27388560513689","0.295598819871768","0.328934319483542","0.294178278809543","0.286723593382123","0.272513199264648","0.287698572627684","0.298828366410263","0.183942238790403","0.194136038827994","0.199084377451589","0.206362746932018","0.210982539006132","0.193538402805574","0.19055401864744","0.196462682487153","0.189844634621134","0.193329798304129","0.230283483560018","0.187129718666059","0.19335880027559","0.16006462995427","0.176698394958023","0.187642679472062","0.166218265411054","0.188424059261784","0.20265131866833","0.227340792446945","0.210961106919547","0.25405691422358","0.199000908662791","0.203936931070467","0.181543882847147","0.177862509900948","0.180881433147147","0.186587424402825","0.179913837294085","0.29514393999135","0.270087880828496","0.297946910743461","0.302814529307677","0.297856780025737","0.285074426549337","0.302079913463925","0.270764004408398","0.270616038558519","0.262141848510484","0.26130049373043","0.247911586723296","0.273719366775945","0.123732228390241","0.113396945151699","0.131851500887509","0.21061960868377","0.216796157642704","0.192568260926496","0.208789583084208","0.123103574555069","0.210215914677753","0.148517373922245","0.193211060375719","0.193467552788595","0.188022678488601","0.221321550675723","0.201319036946172","0.16966139373283","0.145648143701845","0.178875750816397","0.208373935137772","0.179788501456252","0.206006129486621","0.19944891684096","0.180970648369847","0.19078193752648","0.197225584438376","0.20373297049126","0.197820922007889"
"Sigma.15.0","6.88249771056194","6.54646612653283","6.42514407078267","4.9854854349156","6.67553910556032","5.13526860275945","5.33767815461863","4.83470550488934","4.4504329953619","4.97965589110353","4.83550998277642","3.78588083474452","4.54544954031976","5.96600007177027","5.76874265581112","4.2706872642696","4.53801457388679","4.78716496759659","4.87869545292877","4.25460235626759","4.23033167777522","4.63110957654678","4.96348779619297","5.45615418626056","4.48073951679336","4.92559902087745","4.48477525337015","4.94855456553032","4.97374585550584","4.94106853854088","4.85418390274593","4.29525919375377","4.30575591927437","4.01237738254354","4.2577116103314","4.96863454064588","4.59746272008737","3.7459598872916","3.80063275321175","3.82820755238498","3.66252318869692","3.55695581565545","3.23423483942437","3.72046359715934","4.06678096035416","3.4023243927044","3.29552341395772","3.71219034336479","2.99580821013302","3.31771047266363","3.73250952143393","4.53012325202981","4.95503628890574","2.98461052712914","3.96480026646432","3.94139364339545","4.64136592801706","3.22031130295807","3.51214656629836","3.21098675871758","3.32699573005615","3.3778106890157","3.55657993983383","4.75471178821316","4.42147856209012","4.21195942231635","4.61166318258056","4.71215879128999","5.59492122373531","3.80628609052659","4.59448822431142","4.94275769068508","4.76947775602168","5.21545690392283","5.21649462601439","4.6072445033746","3.34936210088972","4.09558390749842","3.79207230179129","3.23370206844753","4.13213525583038","4.23222587047352","4.00468414334173","3.05138634765603","2.86227357040357","3.30332764107321","4.01887732885527","3.6670531455858","5.34929139430163","4.4435784136487"
"Connect.15.0","0.14253639374661","0.0877379272287045","0.128529527977069","0.080020600975954","0.151958611010053","0.0273730499516821","0.0619344652745355","0.223458106141333","0.159425413281379","0.127839816753231","0.195491328676707","0.151378666951966","0.100767985165038","0.0553038087175312","0.133538377906603","0.117568054390287","0.155293088363901","0.137655697550355","0.20102248411408","0.156938502551103","0.0076537628443159","0.164287087963741","0.0894192153194782","0.171670472334406","0.0592388556779915","0.0643472263159258","0.156085279535883","0.09726912743324","0","0.119144556878352","0.192461472623389","0.0362654894752168","0.0552648415764075","0","0.080469381975384","0.172371959833279","0.115679714778173","0","0.00221855550001912","0.258357952942233","0.0166108032994866","0.151932071499894","0.016816588615828","0.179900351518863","0.056282018077141","0.169603658052578","0.109747982302487","0.0301353594798392","0.0739550948162741","0.136658558956373","0.061795282167311","0","0.0426143066534019","0.113404772151695","0.132025097291647","0.19075013323598","0.070216874018913","0.0705630145593405","0.13189088494356","0.0721257517024957","0.0649824096603076","0.192238099316377","0.0756049978573176","0","0.169844154482253","0.09046694955792","0.0349214524998973","0","0.102655160707623","0","0","0.00496861186302323","0.0901453719501875","0.139956894199084","0","0","0.0439752190068973","0.130878912983215","0.0473893679496888","0.233178537693151","0.172084903725689","0.193850119432794","0.115514791585482","0.172093717831055","0.168537186316868","0.226724301818005","0.140431756681185","0.130104781033556","0.0220094054016635","0.128469412879248"
"Tau1.15.0","2420.9888632053","2996.89504195863","2651.33909074982","3171.5582322151","3677.75157306829","2509.32640670171","3410.22414217058","2125.13227094106","1734.70084404064","1542.04635345061","1621.65047806817","1622.58632904655","1334.2953426495","3102.96006085012","1864.41725776484","1257.26768959212","1289.62907467315","1332.39760436986","1498.11466120556","1167.47236388235","1300.0873315487","2273.60982518163","2212.65623893227","2497.43770749309","2378.8667179352","2537.24528095912","2227.17761538002","2213.54711997","2582.40797289832","3948.02112010534","2628.47399878951","2052.08725793015","2540.38810557051","2120.31357866007","3124.46882445899","3906.91347354508","3663.95870728099","3504.37280442546","3848.65939887714","3184.28797860672","1962.00901749905","2294.27971521097","1452.45927268786","2228.82100663661","2725.15320673071","1832.67664169266","2356.94049923643","2416.62384030516","2880.61813917299","2398.28275692221","1039.16003831938","1589.625393597","2282.78859191737","1077.83775833724","1265.11218482092","1279.36125788763","1562.59599097561","1278.52262630539","1218.96615686042","1292.22146735077","1240.30080037871","1384.41981741012","1575.17651749487","6633.39742955738","5343.47334106389","4287.77986591214","4717.15390724367","5531.52110702691","3948.8205404369","2233.24998503827","6924.96385053131","3486.85496401986","4356.51748305564","3411.25328768374","3885.06541024435","4408.46866705944","1562.68023922495","1914.41121095019","2292.51391192185","1778.14155712521","2065.39206081201","2313.39881540724","2426.93087999383","1590.64739871621","1542.30537049936","1860.60153153853","2783.14765333289","2231.31203615022","3461.98078172631","2404.69629192192"
"Tau2.15.0","749699.635919469","812274.822486792","896182.196833615","919725.582355177","845862.157072765","1103204.10035638","558406.482895662","533139.751889956","624642.460557377","614625.324542591","502884.391436759","629510.259481247","528526.713172029","462750.427063019","403499.619414421","476848.203133614","514217.591361122","599405.425348129","674238.175529405","543717.146319233","622137.413622421","1158177.47762162","1203904.89082472","1180638.10356404","1067726.96411942","1053620.13586347","1399654.82725167","1322557.00106189","1265298.79010834","984589.751525663","1133965.8891159","877540.293086953","1158279.33354682","1177535.7852814","1843803.17553865","1246760.63280775","1006545.54069195","1158570.63756984","988132.631337921","894203.677138699","1033168.34135489","1055040.98987483","914584.713173992","1098320.5060137","850755.038017652","1273197.76575893","1052655.42161978","1560757.92527165","1223058.82563125","1303730.31531429","679732.192093932","748761.732310859","500631.364788124","694824.951057578","683402.033047847","729980.475176092","577802.327166178","856783.317911608","590559.539446266","954630.841614691","972632.291976552","863552.565206487","764475.644103619","1671823.48578252","1723811.23591754","1444027.68755072","1074160.82811016","827325.669246822","1371472.56522862","1100261.15802503","1635850.86973029","800114.420130917","1239741.25999486","910896.40260682","1010912.98030985","930735.849435155","1012265.86075188","1173816.85181623","1517149.24407031","1848879.17422679","1585287.16404902","1072594.97415592","1196871.7859052","1098828.73155238","1531257.42945054","1429353.30159593","1111231.53753072","1257284.11234445","1093144.1003784","1121381.98170545"
"NPQ.15.0","0.432429031833742","0.486341462050417","0.338192506408853","0.452953596972281","0.273953391236856","0.528927642624156","0.465008910114962","0.582416271925075","0.403247422161709","0.656499393665247","0.63426195107595","0.500750342794198","0.675413823776898","0.403627710247777","0.352838315089895","0.48137005654147","0.475219365596439","0.486409911518588","0.4922771207098","0.53467121197421","0.272968015851453","0.428868494205204","0.316599792501807","0.342862561668839","0.328144877868141","0.38687582779084","0.356868967085465","0.371961234806697","0.36506258050723","0.432162302624577","0.379960008638472","0.427203901009679","0.546129178217957","0.413992462626292","0.498839775778367","0.324897934779497","0.362877119172753","0.418453365374374","0.251263870422979","0.395785496436282","0.341867531156663","0.241975591174156","0.236342076934893","0.359501810740899","0.449905205415425","0.488875574324999","0.490506068471823","0.440134528944125","0.338939344236205","0.30054147631717","0.321007906942024","0.414717555915647","0.38138117803442","0.454805890633149","0.377093505971893","0.376188389529196","0.339310816517883","0.289444481124458","0.461124028475268","0.537969865462139","0.442942807805277","0.514044254616022","0.423744157732402","0.387352560004752","0.35725177307446","0.504266270743541","0.374345380756284","0.425776556951718","0.472696970286426","0.470163681208247","0.534782735554447","0.432022387981804","0.424175446738387","0.415448290452386","0.421374893867304","0.464930057317326","0.201206800522803","0.292999211985168","0.646908464615283","0.421685445396709","0.455017014942269","0.286293936323947","0.446019155204153","0.349364585058857","0.384967186966643","0.4693883435658","0.425677094464077","0.375471281207244","0.509953519365934","0.404663620818933"
"qP.15.0","0.797988839409949","0.818482984359557","0.734802761998438","0.727817927188999","0.705127968625368","0.774181984200581","0.887575745712656","0.891702067902563","0.767403268106542","0.913870851348017","0.870232788874978","0.942634755948604","0.862250225026125","0.927928949955465","0.928276557857775","0.88735492045877","0.857351767283969","0.896483597077295","0.927557416004557","0.888374300967204","0.853719302406799","0.721873049878281","0.710696124129859","0.741884710167063","0.702962658785321","0.78449984403163","0.704189747074016","0.719264032700025","0.726320911404349","0.801991658041756","0.785609813214627","0.836654147325688","0.864132244067675","0.812335937458851","0.863320941957119","0.679616057253393","0.750513731756858","0.803313532168298","0.632034666145603","0.779276055763777","0.756935364299871","0.614626649626577","0.787320923774454","0.81225107885965","0.868703475227003","0.859744212619003","0.863759732193882","0.821422908682183","0.819551975926478","0.776087781692039","0.77349121959184","0.843183702630931","0.857699961409573","0.825924694359349","0.827963042228774","0.81970568124647","0.859837355475404","0.857651103250841","0.865383284022955","0.839503570344742","0.838473617866651","0.824180173277829","0.841621170420683","0.822745009845868","0.804148450567565","0.888004866265036","0.803590054565277","0.845241489407568","0.838825381647687","0.808970603786519","0.821926760439996","0.778351223180585","0.808276392190248","0.786220593806714","0.774079456490004","0.807443887095644","0.798509974653521","0.83571272551489","0.892827157738755","0.799378981331951","0.797107325043084","0.779907759097347","0.802215776798572","0.798972490810202","0.803904209668037","0.801866627676754","0.864189537726917","0.780550778042677","0.777440699806457","0.735974563254863"
"ABQ.15.0","0.0511109667252533","0.160953846850445","0.042184253174425","0.237943241310131","0.0336151969067116","0.127101792018197","0.174318121972983","0.177985607540196","0.0215574843792035","0.149890523678848","0.168017694875726","0.130085646857804","0.242932376477519","0.178237397743326","0.106113254540241","0.158211685298551","0.20029630680924","0.204443757438303","0.274038406828491","0.243286254100413","0.151635453107301","0.0219015040124376","0.0773794800050446","0.00904901809989034","0.0782144686534765","0.00121766634211418","0.129932945580699","0.0157188550522709","0.0403963983923785","0.147337629269172","0.0227289933028907","0.107487466881795","0.221992564776603","0.186049839221853","0.252983138525423","0.0404060894231436","0.0951115011996808","0.0997555982886096","0.148795668719343","0.09049163504209","0.134310552734411","0.159515303342342","0.204711709272066","0.0796055176513945","0.108523186813141","0.122801874786431","0.138343889269664","0.130334120069103","0.209939115424675","0.140498875737359","0.075628796815274","0.0963751813780098","0.106941286873819","0.149773542292187","0.0557479273455163","0.0996793070790732","0.0344004632091065","0.146683595934916","0.101520244357817","0.0626402971260912","0.150089788819831","0.207474819503456","0.158154063415694","0.323366499893697","0.241408229077781","0.255805888760883","0.16813312689851","0.186581578774293","0.104664269805379","0.195835190459326","0.233151402758628","0.151558049786834","0.208032935954578","0.0157687296251147","0.186918210355668","0.214170522034611","0.117545785322112","0.0902030017533547","0.169737479525043","0.134653563237541","0","0.0299854269872112","0.062764078784788","0.0698110374722942","0.154777047913971","0.130527062688376","0.103045553255266","0.116270052608891","0.119749795435892","0.100685326820765"
"Quant.16.0","0.225230856282343","0.217717577630627","0.20317254591167","0.165408553566648","0.183922856800579","0.189876191252974","0.249021837827536","0.293741243532226","0.281815543061463","0.280130546194867","0.304230141113763","0.262811064233129","0.299671247198471","0.271816998378113","0.301185966903707","0.33035538811757","0.300962168733823","0.296012201115258","0.269582682990031","0.299200550662886","0.301829789604399","0.197919684766045","0.198923945149096","0.200308243365058","0.207672722070503","0.218423204145475","0.20126207717649","0.190204258070892","0.192333693899268","0.190648243165904","0.19442032923235","0.223146446710082","0.190134089884634","0.195700941125053","0.178408385875369","0.167634486665025","0.194330557352048","0.159628388238915","0.186384323583077","0.212605532131282","0.230442117790284","0.214124258497636","0.249703219636685","0.194980526634853","0.192987336579413","0.180602565886373","0.183376236018107","0.185086917133733","0.197829296349381","0.185630605416453","0.302060356412435","0.271322570461938","0.295417769004816","0.302061273336146","0.29310548005916","0.289434097472424","0.293308720601245","0.278158009871276","0.265928822279066","0.265034157399972","0.268159323258493","0.266502712324796","0.269416210348558","0.128044626095161","0.121620193505178","0.136326087334668","0.202015714332322","0.219318752796546","0.188508945457198","0.219402152414624","0.139712802498634","0.203619878852539","0.159167478867839","0.201656320069593","0.191072245437481","0.186916287513861","0.220426907440936","0.200076886586833","0.169661494967964","0.155463452744732","0.176693468878182","0.199091246304351","0.181514394310347","0.219162232834323","0.194915171962886","0.187158967904586","0.197893005071584","0.194032061247733","0.204877183120071","0.210958346776572"
"Sigma.16.0","6.73572455211103","6.53272771931936","6.2483299072533","5.11535250064892","6.72934573759705","5.39703709975079","5.32192840331066","4.93785858129608","4.41179646791949","4.878543796278","5.1056473474358","3.87196204404549","4.5212908479317","5.97650410379811","6.08245621630491","4.29133865689035","4.65911974160065","4.64031869058307","4.89256972492036","4.3581745243448","4.37172856998282","4.47306108162623","4.93634789936424","5.07355118966205","4.61234732523752","4.7178357088423","4.54329063397382","4.79552898434881","4.83869029953063","4.86304312130893","4.93355306810148","4.48652995581595","4.2551651554717","4.04280252604038","4.10696239829529","4.52004828842235","4.34504862970762","3.70089463596272","4.21294632848435","3.69756465700693","3.77413478833045","3.51697248379826","3.52757058396894","3.76619129959752","4.13125423230986","3.47579509780183","3.35181949129204","4.04195517401148","2.95051301002774","3.57025952396797","3.84264883969668","4.63691427590511","5.17011333036471","3.11407917242628","4.09493197450579","3.89911210943201","4.60736608424216","3.302812247492","3.3888174265313","3.33550684319323","3.32789943241459","3.54803875129787","3.488025102401","4.56688606702805","4.31471148097911","4.139772021377","4.56358150442365","4.60252870812246","5.56301198380537","3.95031061600666","4.93853819961366","5.2049476857812","4.96094075807729","4.88253454523376","5.21820755385362","4.75354830755956","3.6769707357174","3.76106050299113","3.4679444117513","2.97185816967475","3.86809182062738","4.17436211583473","3.79911489742557","3.1203555162595","2.90049884850376","3.2902889759389","3.91623651954679","3.74657062911892","5.5075107300883","4.72087041917964"
"Connect.16.0","0.0711634882664358","0.0344469783107059","0.056493656102386","0.0854119371148575","0.153750335379291","0.153741844946267","0","0.194147123543536","0.0765135530526972","0.119897470118658","0.176471253315085","0.168817005772464","0.108225813941968","0.0592803250562551","0.0815650808997879","0.145627719777484","0.11521948220833","0.0670134041177179","0.211506316148563","0.155444429546639","0.0843551991750473","0.135031584180664","0.0412709609708835","0.073507755489789","0.0592388556779915","0.0127693088619013","0.153735031807576","0.121385407097215","0","0.018013070413313","0.240543484434692","0.0843529061959182","0.0133284959761111","0.0047481272156485","0","0.074983646192891","0.0354683401517265","0.103456867628929","0.125116313581315","0.17703805234774","0.08489099879961","0.13001173197885","0.0525375596254933","0.201750680552284","0.056282018077141","0.199018285119863","0.091396506689507","0.169699595976456","0.0783119070958206","0.279332471884169","0.12949365549272","0.0469093066743522","0.077995565107899","0.149511354355344","0.185803688188359","0.175420462204645","0.107177162724541","0.049240259992749","0.08013749915576","0.12526956092099","0.0883170904669497","0.0299993445647454","0.0983698248216292","0","0","0.110338033278803","0.0188069262192166","0","0.066173776560602","0.073390936972399","0","0.00496861186302323","0.051310645188708","0.056809605618645","0.0644298747768045","0","0.221263650295851","0.050703033940709","0.0031594067549169","0.0557098322019206","0.103429131794745","0.130970977605351","0.0973412307708114","0.208204014780523","0.2405460213861","0.110223944445394","0.067100297737267","0.158424561371931","0.0362034929297548","0.105187895743289"
"Tau1.16.0","2392.94164514932","2827.4074343591","2743.79064916287","2989.88247911131","3708.85644265646","2414.59273906209","3350.04997202155","2202.06454217835","1736.48464689185","1545.66117185754","1605.46860271664","1565.97800992291","1400.69216422744","2822.53550671133","1749.79555374102","1248.110513866","1306.97607241278","1394.46105796723","1416.3564340201","1311.51958320545","1293.63715537575","2420.98652134876","2365.15669208517","2483.39865840904","2445.40740195062","2736.34898079121","2203.5813291657","2373.14783503851","2668.06292606358","3751.88981647026","2881.95567142014","1922.34860121079","2944.60288700439","2120.9050196116","2856.18199081048","4077.43416825089","3675.08931344262","3879.26554387645","3785.07808837013","3120.20682031453","1882.18274046406","2270.1143323985","1508.13728749311","2313.62039178042","2722.75915545334","1710.17009773465","2128.7450591555","1967.78222854949","2776.58105994632","2603.58494236377","1017.51807413271","1483.11244727809","2337.85333403043","1090.53529120488","1258.98061257792","1294.31738321706","1574.80982479825","1243.81949915412","1037.61899892362","1353.46557483921","1316.52744007536","1455.43734128975","1629.08549343659","5967.77629988919","5853.28980812664","4644.00842059587","4603.39884330157","5768.96005076503","4014.94418171721","2175.1146438493","7557.80318435239","3388.62690183338","4211.88420314527","3194.97312892001","4083.39637317555","4484.22469837387","1381.88311356172","1989.74347851585","2315.67484456195","1524.32601583941","2117.26997630677","2358.77603047956","2394.519174865","1624.34152307611","1761.56282136712","1951.02034406987","2672.39146049852","2169.41892981903","3357.5229475417","2554.48046809501"
"Tau2.16.0","735481.35212146","735378.828647996","875257.554402984","910047.552320373","874277.157785851","982307.972691238","568298.538003728","547138.739820108","619272.662044386","608881.854167011","487527.669371029","619717.359502411","536241.089795423","432430.447900312","397012.634094102","480134.587460005","517521.892567216","603821.300146522","631869.968248307","552053.711229922","618045.548734078","1195122.36987695","1248683.21452968","1107672.96748406","1080851.24263163","1001751.56803555","1278192.43557857","1356791.91527184","1222877.26884254","951543.754060374","1131775.20992436","857967.647798399","1345849.53508246","1163676.88275473","1421910.56321327","1226343.95840458","1045868.01102244","1321411.28182426","937117.980611996","900718.671704866","966343.628070832","989484.46561954","980702.783373824","1151290.92808688","806578.270607885","1230066.28882525","1055428.92989198","1333189.39751907","1126359.12834812","1293308.77521381","651950.543058602","704385.338023847","507970.6288181","676909.515930265","650642.954963868","717189.976633266","616411.010822417","846774.440857136","481904.500292632","905600.362748043","1012217.39551149","904732.135759962","733486.706638287","1455378.74988003","1815986.95446308","1750825.85610628","1013133.38296971","895748.669949814","1285905.92377206","1027229.32422991","2133120.43490886","827459.203912039","1269131.08292112","870194.973926862","1051918.7042075","938926.2520283","979933.919269622","1138784.27331189","1460763.5364291","1945106.3077719","1493359.31347828","1145561.21449576","1138619.34153118","1088918.7340402","2165563.18507911","1299942.0797032","1001663.73055802","1203323.10724544","975115.272839385","1168012.60786588"
"NPQ.16.0","0.432778297503307","0.475338371737291","0.328479625205655","0.417059458659173","0.287188476414585","0.521344221507056","0.43923280182199","0.571319460047012","0.377638088212894","0.650656507910458","0.617645133978738","0.495022003454355","0.648551485270684","0.396703805110801","0.332105377107793","0.453565311908408","0.473849484095369","0.472159618961752","0.48795278318946","0.51191461610589","0.277271011432075","0.416600667122671","0.305726895221094","0.334703596641348","0.329113484378874","0.359371865363118","0.332179352548997","0.33703347997858","0.338745909593823","0.399826316184155","0.343120931026266","0.421850750079532","0.496813820364661","0.392438575543827","0.453853815448022","0.307061883110636","0.341295042708578","0.420854980562307","0.247065400572491","0.358272318092804","0.328736047290861","0.218314799502274","0.236582630998888","0.342321911074751","0.460057632825758","0.459373680637644","0.473765641655181","0.416849261305658","0.300430620974181","0.292898370706676","0.286195147740804","0.406292962047505","0.385930152530272","0.439303199220382","0.377106211095706","0.356969693145045","0.334663537814747","0.246499957924648","0.439323535458015","0.507419277840933","0.423787233656265","0.500890550081009","0.42629420890337","0.381466412855732","0.335005028635629","0.483430790496488","0.361914238705151","0.389823827878756","0.430517357092832","0.437841795488762","0.5157449831561","0.421648759032655","0.403728812665707","0.392652657335369","0.396844397396665","0.446012317219359","0.188801284293811","0.27838537355636","0.641365481344968","0.382465803803258","0.423207088939357","0.282734427122857","0.424738707175127","0.32364577177302","0.361743011438677","0.45898522225309","0.402249202201157","0.371467423159353","0.517237406164123","0.371676655581356"
